ID,cluster_id,valid,team_list,author_list,goal_list
202,cluster28,F,"[""team1894"",""team4036""]","[""ID083205"",""ID083206"",""ID013859"",""ID083207"",""ID083204"",""ID013859"",""ID083203"",""ID083202""]","[""B2""]"
203,cluster280,T,"[""team3065"",""team1438""]","[""ID064400"",""ID050438"",""ID067317"",""ID091789"",""ID087616"",""ID048563"",""ID067317"",""ID085632""]","[""B2"",""A1""]"
204,cluster281,F,"[""team1003"",""team4158"",""team512""]","[""ID060965"",""ID064091"",""ID066263"",""ID060964"",""ID030807"",""ID062799"",""ID051703"",""ID096490"",""ID060965"",""ID087291"",""ID087619"",""ID060965"",""ID087620""]","[""A2""]"
205,cluster282,F,"[""team3590"",""team365"",""team2573""]","[""ID080241"",""ID060406"",""ID080238"",""ID080240"",""ID080239"",""ID027697"",""ID062836"",""ID062835"",""ID027697"",""ID054648"",""ID080732"",""ID027697"",""ID080733"",""ID038458""]","[""D1""]"
206,cluster283,F,"[""team218"",""team217"",""team2107""]","[""ID067102"",""ID062295"",""ID062293"",""ID031861"",""ID062302"",""ID062723"",""ID062294"",""ID014123"",""ID054489"",""ID067103"",""ID018412"",""ID062301"",""ID062298"",""ID062296"",""ID062297"",""ID062724"",""ID062346"",""ID068792"",""ID058126"",""ID062292"",""ID040109"",""ID062300"",""ID007485"",""ID058086"",""ID080714"",""ID062293"",""ID080717"",""ID080715"",""ID062298"",""ID080716"",""ID054501"",""ID066118"",""ID066119"",""ID031861""]","[""B1""]"
207,cluster284,F,"[""team251"",""team465"",""team2445"",""team374""]","[""ID055877"",""ID094009"",""ID075971"",""ID075611"",""ID075829"",""ID075717"",""ID094040"",""ID075613"",""ID039027"",""ID094012"",""ID075612"",""ID094011"",""ID093995"",""ID075224"",""ID075227"",""ID039027"",""ID075223"",""ID075226"",""ID075228"",""ID075225"",""ID075222"",""ID039027"",""ID075225"",""ID075140"",""ID051712"",""ID039027"",""ID075141"",""ID075140"",""ID075142""]","[""D1""]"
208,cluster285,F,"[""team1100"",""team478""]","[""ID075277"",""ID075275"",""ID075607"",""ID075276"",""ID075608"",""ID075273"",""ID075274"",""ID075278"",""ID075717"",""ID075885"",""ID075278"",""ID075612""]","[""A3""]"
209,cluster286,T,"[""team613"",""team2976"",""team726"",""team3104""]","[""ID070575"",""ID070616"",""ID059722"",""ID070577"",""ID043897"",""ID070576"",""ID067003"",""ID000140"",""ID004611"",""ID039149"",""ID092676"",""ID006859"",""ID021934"",""ID064839"",""ID056648"",""ID064836"",""ID058507"",""ID064838"",""ID064837"",""ID043897"",""ID067003"",""ID033023"",""ID030350"",""ID033093"",""ID069170"",""ID092216"",""ID040272"",""ID000140"",""ID070254"",""ID033592"",""ID070255""]","[""D1"",""E2"",""G1"",""D3""]"
210,cluster287,F,"[""team109"",""team3816"",""team2950""]","[""ID045612"",""ID038250"",""ID077055"",""ID076933"",""ID000636"",""ID077057"",""ID019078"",""ID051781"",""ID094359"",""ID077047"",""ID077046"",""ID071286"",""ID051781"",""ID076987"",""ID076949"",""ID077016"",""ID051781""]","[""A1""]"
211,cluster288,T,"[""team362"",""team749"",""team1106"",""team4127""]","[""ID076074"",""ID076133"",""ID011828"",""ID094320"",""ID011874"",""ID094126"",""ID046261"",""ID076159"",""ID076073"",""ID076134"",""ID076071"",""ID076680"",""ID076246"",""ID035524"",""ID076679"",""ID022475"",""ID042490"",""ID076681"",""ID076245"",""ID034261"",""ID076072"",""ID042148"",""ID009765"",""ID076135"",""ID037957"",""ID000722"",""ID021854"",""ID011828"",""ID018757"",""ID067925"",""ID067924"",""ID027851"",""ID076160"",""ID094132"",""ID022475"",""ID076159"",""ID076158"",""ID042471"",""ID052609"",""ID021854"",""ID013945"",""ID018757""]","[""G4"",""G1""]"
212,cluster289,F,"[""team2503"",""team4150"",""team3116""]","[""ID061318"",""ID024892"",""ID017030"",""ID061319"",""ID017030"",""ID024892"",""ID061320"",""ID039208"",""ID018462"",""ID064131"",""ID024892"",""ID064132""]","[""D1""]"
213,cluster29,F,"[""team3185"",""team3467""]","[""ID070315"",""ID070316"",""ID002469"",""ID069347"",""ID070317"",""ID038009"",""ID070316"",""ID069347""]","[""A1""]"
214,cluster290,F,"[""team2997"",""team2527""]","[""ID082948"",""ID082949"",""ID095535"",""ID006982"",""ID026378"",""ID082963"",""ID012539"",""ID030789"",""ID094794"",""ID006982"",""ID078836"",""ID094793"",""ID030789""]","[""F1""]"
215,cluster291,F,"[""team1191"",""team2416"",""team2279""]","[""ID007738"",""ID081666"",""ID081662"",""ID047687"",""ID000859"",""ID081663"",""ID081661"",""ID000732"",""ID009816"",""ID024096"",""ID024337"",""ID026120"",""ID000859"",""ID095334"",""ID095335"",""ID095332"",""ID047687"",""ID095333""]","[""G2""]"
216,cluster292,T,"[""team2167"",""team770"",""team769""]","[""ID040664"",""ID036234"",""ID054225"",""ID063110"",""ID067790"",""ID085878"",""ID069219"",""ID001202"",""ID000853"",""ID085998"",""ID085995"",""ID090317"",""ID036234"",""ID090318"",""ID016284"",""ID090387"",""ID088001"",""ID085995"",""ID085998"",""ID085996"",""ID085997""]","[""D3"",""B2""]"
217,cluster293,F,"[""team242"",""team1067"",""team1066""]","[""ID075112"",""ID067330"",""ID075039"",""ID075111"",""ID015036"",""ID075356"",""ID022340"",""ID075902"",""ID075904"",""ID067330"",""ID075903"",""ID076782"",""ID022340"",""ID015036"",""ID011140"",""ID076781""]","[""""]"
218,cluster294,F,"[""team1384"",""team248"",""team3808""]","[""ID057054"",""ID042164"",""ID067179"",""ID060989"",""ID014919"",""ID046886"",""ID040001"",""ID076242"",""ID030079"",""ID091713"",""ID047250"",""ID037573"",""ID060989"",""ID066835"",""ID047844"",""ID060989"",""ID042140"",""ID060992"",""ID024847""]","[""G1""]"
219,cluster295,F,"[""team2191"",""team2190""]","[""ID034346"",""ID051752"",""ID016942"",""ID020867"",""ID012232"",""ID006349"",""ID092062"",""ID049481"",""ID016942"",""ID006349""]","[""B3""]"
220,cluster296,T,"[""team728"",""team3555""]","[""ID013995"",""ID061678"",""ID063637"",""ID061679"",""ID081070"",""ID081071"",""ID018593"",""ID042449"",""ID061679"",""ID002697""]","[""D1"",""D4""]"
221,cluster297,F,"[""team2671"",""team2670""]","[""ID063638"",""ID061678"",""ID063636"",""ID063637"",""ID051705"",""ID061678"",""ID027280"",""ID056925""]","[""D1""]"
222,cluster298,F,"[""team1628"",""team1436""]","[""ID066107"",""ID067547"",""ID061678"",""ID066105"",""ID066106"",""ID057873"",""ID061678"",""ID063637"",""ID057985""]","[""D1""]"
223,cluster299,F,"[""team1709"",""team3451""]","[""ID074036"",""ID087305"",""ID087302"",""ID077670"",""ID087303"",""ID074036"",""ID087304"",""ID088140"",""ID087305""]","[""B3""]"
224,cluster3,T,"[""team3398"",""team1200"",""team1201""]","[""ID065188"",""ID061038"",""ID001396"",""ID065187"",""ID061040"",""ID084003"",""ID083597"",""ID095797"",""ID061040"",""ID083597"",""ID084005"",""ID083713"",""ID061040""]","[""B3"",""A1""]"
225,cluster30,F,"[""team24"",""team557""]","[""ID060994"",""ID063171"",""ID002327"",""ID025988"",""ID063069"",""ID017149"",""ID063067"",""ID063068"",""ID063066"",""ID063069""]","[""A1""]"
226,cluster300,F,"[""team1020"",""team3745""]","[""ID072141"",""ID093120"",""ID014599"",""ID072393"",""ID072394"",""ID072140"",""ID071870"",""ID000784"",""ID072141""]","[""D3""]"
227,cluster301,F,"[""team1881"",""team3018"",""team3526""]","[""ID086355"",""ID096253"",""ID086350"",""ID086352"",""ID096254"",""ID096252"",""ID096255"",""ID085005"",""ID086776"",""ID086350"",""ID086775"",""ID086354"",""ID071541"",""ID085005"",""ID089864"",""ID089863""]","[""B2""]"
228,cluster302,F,"[""team3350"",""team3736""]","[""ID076294"",""ID076291"",""ID094163"",""ID076293"",""ID076292"",""ID076294"",""ID076426"",""ID094163"",""ID076427""]","[""D1""]"
229,cluster303,F,"[""team2381"",""team2380""]","[""ID085881"",""ID060834"",""ID066675"",""ID027261"",""ID031344"",""ID060834"",""ID001787"",""ID040156"",""ID063592""]","[""A1""]"
230,cluster304,T,"[""team2348"",""team3384""]","[""ID018987"",""ID058227"",""ID015728"",""ID006800"",""ID062017"",""ID046687"",""ID062018"",""ID009116"",""ID062019"",""ID024390"",""ID044464"",""ID014112"",""ID082860"",""ID053927"",""ID012638"",""ID082861"",""ID042958"",""ID024390""]","[""G1"",""D1""]"
231,cluster305,F,"[""team1773"",""team946"",""team945""]","[""ID096189"",""ID086147"",""ID085865"",""ID085867"",""ID086084"",""ID086774"",""ID086082"",""ID085867"",""ID086084"",""ID086082"",""ID086083"",""ID086085""]","[""B2""]"
232,cluster306,F,"[""team2939"",""team3142"",""team1845""]","[""ID013206"",""ID064068"",""ID035139"",""ID020339"",""ID031127"",""ID033370"",""ID018945"",""ID013206"",""ID040229"",""ID064761"",""ID064760"",""ID031127"",""ID013206"",""ID076392"",""ID094181"",""ID094119"",""ID020788""]","[""G4""]"
233,cluster307,T,"[""team914"",""team258""]","[""ID072174"",""ID072172"",""ID038737"",""ID067882"",""ID072173"",""ID062252"",""ID038737"",""ID062250"",""ID057268""]","[""C1"",""A1""]"
234,cluster308,F,"[""team88"",""team3245""]","[""ID023965"",""ID064486"",""ID021661"",""ID065482"",""ID064624"",""ID067228"",""ID048881"",""ID063195"",""ID053518"",""ID023965"",""ID014293"",""ID024613"",""ID081996"",""ID063327"",""ID063328""]","[""A2""]"
235,cluster309,T,"[""team872"",""team1586"",""team2349"",""team618"",""team1724"",""team4016"",""team3525"",""team3465""]","[""ID076490"",""ID047782"",""ID075989"",""ID076488"",""ID030371"",""ID030915"",""ID076818"",""ID048385"",""ID076489"",""ID076820"",""ID076819"",""ID010391"",""ID093985"",""ID076487"",""ID076817"",""ID076438"",""ID075299"",""ID076816"",""ID076821"",""ID076486"",""ID066596"",""ID029912"",""ID066597"",""ID022974"",""ID031322"",""ID076692"",""ID030371"",""ID066598"",""ID066595"",""ID075986"",""ID067136"",""ID075520"",""ID076563"",""ID030371"",""ID075299"",""ID075521"",""ID076564"",""ID030371"",""ID075757"",""ID047782"",""ID075756"",""ID094135"",""ID020804"",""ID030915"",""ID007852"",""ID000813"",""ID002399"",""ID019787"",""ID067136"",""ID052768"",""ID030371"",""ID076593"",""ID030371"",""ID076591"",""ID076592"",""ID048385"",""ID076496"",""ID076536"",""ID063938""]","[""B1"",""E2"",""G3""]"
236,cluster31,T,"[""team4052"",""team2584"",""team1793"",""team3758""]","[""ID009633"",""ID000794"",""ID001111"",""ID069105"",""ID071731"",""ID071735"",""ID071732"",""ID092966"",""ID071734"",""ID028832"",""ID071067"",""ID001111"",""ID028832"",""ID071066"",""ID001111"",""ID071933"",""ID071934"",""ID071066""]","[""F1"",""B1""]"
237,cluster310,F,"[""team2293"",""team3755"",""team3101""]","[""ID016686"",""ID075525"",""ID075861"",""ID075862"",""ID067332"",""ID075524"",""ID075860"",""ID093985"",""ID035220"",""ID075523"",""ID067331"",""ID067329"",""ID016686"",""ID001081"",""ID014724"",""ID010546"",""ID075566"",""ID075473"",""ID067332"",""ID007941"",""ID075574"",""ID075262"",""ID075263""]","[""C1""]"
238,cluster311,F,"[""team1560"",""team3559"",""team2808"",""team3754""]","[""ID039102"",""ID075296"",""ID075377"",""ID075617"",""ID075317"",""ID016686"",""ID016463"",""ID005263"",""ID075133"",""ID075616"",""ID075378"",""ID075379"",""ID003624"",""ID075316"",""ID016686"",""ID000403"",""ID075497"",""ID007941"",""ID053893"",""ID027709"",""ID075361"",""ID076863"",""ID076862"",""ID076860"",""ID076861"",""ID016686"",""ID075599"",""ID075603"",""ID035650"",""ID075600"",""ID075602"",""ID075601"",""ID067329"",""ID016686"",""ID075496"",""ID075497"",""ID014724"",""ID074966""]","[""C1""]"
239,cluster312,T,"[""team3004"",""team907"",""team908"",""team3003""]","[""ID041546"",""ID048898"",""ID046328"",""ID016406"",""ID069536"",""ID017331"",""ID041546"",""ID048898"",""ID005497"",""ID076090"",""ID076091"",""ID094268"",""ID001371"",""ID007360"",""ID063780"",""ID094276"",""ID024676"",""ID015852"",""ID005497"",""ID076722"",""ID002341"",""ID022833"",""ID000918"",""ID041546"",""ID027843"",""ID063556"",""ID047040""]","[""D1"",""G1""]"
240,cluster313,F,"[""team787"",""team808"",""team60"",""team1585"",""team3460"",""team3164"",""team2154"",""team4192"",""team3403""]","[""ID074130"",""ID074143"",""ID074146"",""ID095310"",""ID069859"",""ID069663"",""ID093943"",""ID093880"",""ID076351"",""ID074128"",""ID074145"",""ID093879"",""ID074142"",""ID074129"",""ID094193"",""ID074894"",""ID097181"",""ID095732"",""ID073977"",""ID073978"",""ID074143"",""ID093499"",""ID095720"",""ID093881"",""ID083482"",""ID074144"",""ID083431"",""ID069663"",""ID095708"",""ID074636"",""ID093562"",""ID074634"",""ID074635"",""ID074745"",""ID074818"",""ID074128"",""ID093869"",""ID069663"",""ID095308"",""ID083166"",""ID095309"",""ID083068"",""ID069859"",""ID090901"",""ID083166"",""ID090898"",""ID090899"",""ID069859"",""ID069857"",""ID082953"",""ID069858"",""ID069859"",""ID081482"",""ID069858"",""ID069859"",""ID081606"",""ID090904"",""ID090906"",""ID090905"",""ID069859"",""ID083181"",""ID083066"",""ID083180"",""ID083068""]","[""A3""]"
241,cluster314,T,"[""team1885"",""team390""]","[""ID074635"",""ID074658"",""ID093867"",""ID074513"",""ID093768"",""ID074514"",""ID074593"",""ID074594"",""ID074595"",""ID074514""]","[""A1"",""D1""]"
242,cluster315,F,"[""team2155"",""team2280""]","[""ID073863"",""ID074080"",""ID073864"",""ID064596"",""ID093511"",""ID073863"",""ID049329"",""ID064596""]","[""B1""]"
243,cluster316,F,"[""team484"",""team172""]","[""ID043097"",""ID076059"",""ID076095"",""ID069331"",""ID076055"",""ID076058"",""ID076056"",""ID069332"",""ID094134"",""ID015744"",""ID076057"",""ID052774"",""ID069328"",""ID061827"",""ID076163"",""ID094114"",""ID092249"",""ID069329"",""ID076171"",""ID023717"",""ID069330"",""ID020490"",""ID042720"",""ID076164"",""ID017915"",""ID076161"",""ID076163"",""ID008817"",""ID076162""]","[""G1""]"
244,cluster317,F,"[""team1266"",""team1564"",""team4147""]","[""ID090677"",""ID097102"",""ID097101"",""ID043787"",""ID090674"",""ID090673"",""ID016341"",""ID090676"",""ID090675"",""ID031910"",""ID097103"",""ID068688"",""ID043787"",""ID009917"",""ID097104"",""ID022539"",""ID068688"",""ID068713"",""ID068714"",""ID010254""]","[""G1""]"
245,cluster318,T,"[""team2450"",""team2923"",""team1720""]","[""ID025100"",""ID030601"",""ID036484"",""ID067789"",""ID061012"",""ID067788"",""ID020594"",""ID040189"",""ID045679"",""ID056181"",""ID001109"",""ID041946"",""ID030396"",""ID019986"",""ID036484"",""ID072581"",""ID072583"",""ID072584"",""ID069916"",""ID030601"",""ID005631"",""ID069915""]","[""E2"",""B3""]"
246,cluster319,F,"[""team2049"",""team3458""]","[""ID000048"",""ID034579"",""ID001109"",""ID001020"",""ID038368"",""ID000048"",""ID003072"",""ID070275"",""ID070274""]","[""B2""]"
247,cluster32,F,"[""team1448"",""team1449""]","[""ID073156"",""ID073204"",""ID073203"",""ID073200"",""ID073162"",""ID073201"",""ID073202"",""ID073156"",""ID073153"",""ID073158"",""ID073157"",""ID073154""]","[""A2""]"
248,cluster320,F,"[""team3345"",""team2284""]","[""ID026749"",""ID063413"",""ID006087"",""ID091059"",""ID063417"",""ID063416"",""ID063415"",""ID016691"",""ID063414"",""ID063737"",""ID026749"",""ID012985"",""ID062366""]","[""D1""]"
249,cluster321,F,"[""team894"",""team3199""]","[""ID080971"",""ID080886"",""ID065850"",""ID064945"",""ID065851"",""ID080017"",""ID080018"",""ID000039"",""ID080019"",""ID030939"",""ID065237"",""ID000039"",""ID065239"",""ID065237"",""ID065236""]","[""G1""]"
250,cluster322,T,"[""team2124"",""team4211"",""team70""]","[""ID019526"",""ID022767"",""ID066589"",""ID001842"",""ID066588"",""ID001464"",""ID022767"",""ID014780"",""ID020701"",""ID005094"",""ID022767"",""ID070325"",""ID045891"",""ID031640""]","[""A2"",""C1""]"
251,cluster323,T,"[""team2878"",""team3446""]","[""ID034996"",""ID000048"",""ID062083"",""ID031871"",""ID038646"",""ID070534"",""ID038646"",""ID039662"",""ID020252"",""ID046179"",""ID070533""]","[""A1"",""B2""]"
252,cluster324,F,"[""team2879"",""team696""]","[""ID034996"",""ID063697"",""ID038646"",""ID061999"",""ID062000"",""ID006476"",""ID033830"",""ID039662"",""ID073942"",""ID046179""]","[""A1""]"
253,cluster325,T,"[""team1207"",""team2529"",""team1537"",""team1206""]","[""ID085755"",""ID086328"",""ID086329"",""ID015255"",""ID065524"",""ID061555"",""ID066021"",""ID002949"",""ID086262"",""ID061555"",""ID086875"",""ID086873"",""ID086876"",""ID065524"",""ID086662"",""ID086874"",""ID085755"",""ID065524"",""ID096137"",""ID096136""]","[""B1"",""F1""]"
254,cluster326,T,"[""team2439"",""team880"",""team1686"",""team3176"",""team47"",""team3818"",""team4204"",""team3320"",""team3469""]","[""ID077906"",""ID077939"",""ID025662"",""ID077940"",""ID078144"",""ID077909"",""ID077766"",""ID077910"",""ID077908"",""ID077941"",""ID077907"",""ID077987"",""ID077988"",""ID078144"",""ID078037"",""ID077947"",""ID078020"",""ID029930"",""ID078022"",""ID078024"",""ID078023"",""ID078020"",""ID078144"",""ID025662"",""ID094645"",""ID078144"",""ID084034"",""ID077946"",""ID077944"",""ID078144"",""ID077945"",""ID094584"",""ID094586"",""ID094585"",""ID078144"",""ID042375"",""ID021266"",""ID025662"",""ID016327"",""ID077769"",""ID077961"",""ID077945"",""ID077959"",""ID077944"",""ID077960"",""ID077766"",""ID077764"",""ID077763"",""ID077765""]","[""C1"",""D4""]"
255,cluster327,T,"[""team303"",""team2722"",""team2846"",""team3235"",""team2942"",""team1634"",""team3819"",""team3993"",""team3168"",""team2743""]","[""ID081895"",""ID062509"",""ID002548"",""ID074884"",""ID081897"",""ID025101"",""ID081896"",""ID022857"",""ID081909"",""ID081913"",""ID036889"",""ID000671"",""ID060542"",""ID081907"",""ID034034"",""ID058639"",""ID015224"",""ID062517"",""ID081898"",""ID061364"",""ID081899"",""ID081908"",""ID051755"",""ID064663"",""ID062513"",""ID039895"",""ID000640"",""ID008527"",""ID062518"",""ID062512"",""ID062514"",""ID056124"",""ID011924"",""ID043221"",""ID061365"",""ID034834"",""ID092113"",""ID061250"",""ID081459"",""ID000061"",""ID081914"",""ID053123"",""ID000170"",""ID026698"",""ID081905"",""ID068405"",""ID081119"",""ID023475"",""ID068404"",""ID058639"",""ID068403"",""ID006875"",""ID055545"",""ID034034"",""ID081836"",""ID000161"",""ID095384"",""ID034310"",""ID034034"",""ID095383"",""ID095382"",""ID000161"",""ID034034"",""ID070224"",""ID070241"",""ID000982"",""ID034034"",""ID081178"",""ID081179"",""ID081180"",""ID081181"",""ID012504"",""ID081902"",""ID034310"",""ID013499"",""ID060707"",""ID060708"",""ID058554"",""ID010072"",""ID000161"",""ID053218"",""ID000161"",""ID080604"",""ID055160"",""ID062211"",""ID061250"",""ID061252"",""ID039895"",""ID082353"",""ID062212"",""ID061253"",""ID061251"",""ID070415"",""ID016121"",""ID070414"",""ID070224""]","[""A1"",""D1"",""G3""]"
256,cluster328,F,"[""team1078"",""team2700"",""team3618""]","[""ID072845"",""ID072839"",""ID072844"",""ID072841"",""ID072842"",""ID072843"",""ID072893"",""ID072839"",""ID077445"",""ID077446"",""ID072842"",""ID072897"",""ID072765"",""ID072841"",""ID072770"",""ID072895""]","[""A3""]"
257,cluster329,F,"[""team353"",""team352"",""team3622"",""team788""]","[""ID079673"",""ID070941"",""ID072051"",""ID061583"",""ID071943"",""ID072053"",""ID029285"",""ID065116"",""ID072052"",""ID071893"",""ID070521"",""ID064732"",""ID064202"",""ID061583"",""ID072528"",""ID025659"",""ID072527"",""ID071893"",""ID072440"",""ID025659"",""ID031496"",""ID066577""]","[""G4""]"
258,cluster33,F,"[""team649"",""team648""]","[""ID078782"",""ID094969"",""ID001293"",""ID078783"",""ID013048"",""ID094968"",""ID078783"",""ID078782"",""ID094774"",""ID078781""]","[""A1""]"
259,cluster330,T,"[""team1304"",""team2138"",""team3591""]","[""ID067065"",""ID001597"",""ID026024"",""ID001018"",""ID065669"",""ID001018"",""ID066579"",""ID056995"",""ID081194"",""ID001018"",""ID062374"",""ID043603"",""ID001267""]","[""D3"",""D1""]"
260,cluster331,F,"[""team582"",""team3333"",""team2161"",""team464"",""team4026""]","[""ID080837"",""ID037212"",""ID004349"",""ID092060"",""ID016847"",""ID063531"",""ID045143"",""ID030382"",""ID014145"",""ID063530"",""ID008189"",""ID080972"",""ID001669"",""ID000030"",""ID008522"",""ID038295"",""ID066137"",""ID045143"",""ID080951"",""ID022020"",""ID045143"",""ID001669"",""ID039762"",""ID095084"",""ID049721"",""ID045143"",""ID080802"",""ID043338"",""ID000864"",""ID069520"",""ID000030"",""ID081183""]","[""D1""]"
261,cluster332,F,"[""team2290"",""team421"",""team3634"",""team3875""]","[""ID068800"",""ID000974"",""ID032619"",""ID092141"",""ID068799"",""ID048570"",""ID022020"",""ID030005"",""ID093872"",""ID025660"",""ID002468"",""ID000974"",""ID046369"",""ID091725"",""ID000974"",""ID075871"",""ID094066"",""ID074489"",""ID031644"",""ID032619"",""ID000974""]","[""C1""]"
262,cluster333,F,"[""team3450"",""team3449""]","[""ID025778"",""ID030288"",""ID000539"",""ID082774"",""ID006471"",""ID007124"",""ID032819"",""ID013509"",""ID006471""]","[""""]"
263,cluster334,F,"[""team1052"",""team1051"",""team1053"",""team1339""]","[""ID038418"",""ID077562"",""ID077563"",""ID077558"",""ID077560"",""ID077561"",""ID038418"",""ID077559"",""ID077571"",""ID077572"",""ID002752"",""ID038418"",""ID006988"",""ID062797"",""ID043846"",""ID006988"",""ID002745"",""ID060321"",""ID062798"",""ID062797""]","[""F1""]"
264,cluster335,F,"[""team3848"",""team2926"",""team482""]","[""ID076338"",""ID076339"",""ID076262"",""ID076333"",""ID076337"",""ID076334"",""ID076335"",""ID076336"",""ID076340"",""ID076273"",""ID076262"",""ID076435"",""ID076272"",""ID076274"",""ID076261"",""ID076262"",""ID094159"",""ID076260""]","[""A3""]"
265,cluster336,F,"[""team3341"",""team3015""]","[""ID063558"",""ID068221"",""ID057275"",""ID024124"",""ID068220"",""ID063558"",""ID035286"",""ID057275"",""ID029459""]","[""B2""]"
266,cluster337,F,"[""team2988"",""team1371""]","[""ID061337"",""ID057870"",""ID004306"",""ID049293"",""ID064889"",""ID061339"",""ID061338"",""ID038851"",""ID007607"",""ID038278"",""ID062430"",""ID051500"",""ID007607"",""ID064900"",""ID004306""]","[""D1""]"
267,cluster338,T,"[""team2792"",""team3672""]","[""ID063078"",""ID004656"",""ID021011"",""ID065675"",""ID057345"",""ID065741"",""ID065742"",""ID001714"",""ID004656"",""ID065675"",""ID066101"",""ID067580""]","[""A1"",""D1""]"
268,cluster339,T,"[""team424"",""team425"",""team1218""]","[""ID040924"",""ID062308"",""ID064823"",""ID001000"",""ID036099"",""ID064819"",""ID064820"",""ID021205"",""ID095944"",""ID084616"",""ID030988"",""ID001000"",""ID002492"",""ID084614"",""ID084615"",""ID081157"",""ID027588"",""ID084617"",""ID019413"",""ID062307"",""ID059058"",""ID062308"",""ID062306"",""ID057437""]","[""B1"",""D1"",""D3""]"
269,cluster34,F,"[""team791"",""team1308""]","[""ID064556"",""ID064558"",""ID064557"",""ID064559"",""ID064560"",""ID061738"",""ID064562"",""ID007071"",""ID064561"",""ID037623"",""ID066386"",""ID061738"",""ID061737"",""ID061736"",""ID061739"",""ID016986"",""ID061735"",""ID014899"",""ID066387""]","[""F3""]"
270,cluster340,F,"[""team1326"",""team4156"",""team2539""]","[""ID056101"",""ID068505"",""ID067147"",""ID062390"",""ID027447"",""ID058239"",""ID012702"",""ID079542"",""ID080764"",""ID056101"",""ID006579"",""ID065330"",""ID062390"",""ID012702"",""ID065331""]","[""D1""]"
271,cluster341,F,"[""team3444"",""team4088""]","[""ID090219"",""ID061497"",""ID028918"",""ID061496"",""ID090218"",""ID068581"",""ID061496"",""ID090316"",""ID090084""]","[""A1""]"
272,cluster342,F,"[""team3489"",""team191""]","[""ID087442"",""ID087439"",""ID087441"",""ID087438"",""ID087440"",""ID096475"",""ID087442"",""ID087502"",""ID087439""]","[""B1""]"
273,cluster343,F,"[""team1993"",""team3949"",""team947"",""team3153"",""team3405""]","[""ID080958"",""ID063078"",""ID067048"",""ID080957"",""ID056049"",""ID001190"",""ID063077"",""ID047690"",""ID041162"",""ID001190"",""ID080957"",""ID062312"",""ID036099"",""ID007784"",""ID001190"",""ID044396"",""ID051346"",""ID066626"",""ID095204"",""ID001190"",""ID017644"",""ID039630"",""ID001190"",""ID080947"",""ID039630"",""ID080930""]","[""D1""]"
274,cluster344,T,"[""team2532"",""team1834""]","[""ID091617"",""ID001190"",""ID040106"",""ID036099"",""ID065327"",""ID040106"",""ID067840"",""ID058563"",""ID067838"",""ID051195"",""ID017833"",""ID067839""]","[""B2"",""D1""]"
275,cluster345,F,"[""team3502"",""team3362"",""team2045"",""team3546"",""team4019""]","[""ID065314"",""ID065315"",""ID086368"",""ID086370"",""ID035506"",""ID062901"",""ID062883"",""ID096044"",""ID096719"",""ID069395"",""ID062883"",""ID088782"",""ID031946"",""ID081423"",""ID062883"",""ID088782"",""ID041529"",""ID021621"",""ID062883"",""ID069393"",""ID069392"",""ID069396"",""ID069394"",""ID069395""]","[""E1""]"
276,cluster346,F,"[""team3640"",""team3821""]","[""ID067174"",""ID025675"",""ID067172"",""ID067173"",""ID062883"",""ID062881"",""ID026053"",""ID062901"",""ID062883""]","[""E1""]"
277,cluster347,T,"[""team1150"",""team1440"",""team1976"",""team1977""]","[""ID012364"",""ID067133"",""ID046742"",""ID000681"",""ID004765"",""ID091765"",""ID005027"",""ID067133"",""ID076183"",""ID004765"",""ID025253"",""ID038948"",""ID013576"",""ID000681"",""ID050244"",""ID038948"",""ID000681"",""ID015496"",""ID043334""]","[""F3"",""G1""]"
278,cluster348,T,"[""team1455"",""team1624"",""team859"",""team1665"",""team3989"",""team1103""]","[""ID094950"",""ID011984"",""ID068771"",""ID079292"",""ID004984"",""ID015849"",""ID025073"",""ID073852"",""ID068770"",""ID027591"",""ID077172"",""ID070309"",""ID070310"",""ID014662"",""ID027591"",""ID009353"",""ID079167"",""ID079235"",""ID079166"",""ID094859"",""ID079236"",""ID068771"",""ID048895"",""ID010039"",""ID068770"",""ID068769"",""ID068771"",""ID079103"",""ID048112"",""ID068771"",""ID078898"",""ID079212"",""ID079213"",""ID079133"",""ID068771""]","[""F1"",""B1""]"
